ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	genesymbols
GO:0006814	sodium ion transport	6/857	26/6433	0.122365682260167	0.777989964770179	0.749327176594435	N1.HOG0020728/N1.HOG0004225/N1.HOG0025201/N1.HOG0001173/N1.HOG0001691/N1.HOG0009578	6	mfsd4b/slc9a8/slc9a7/slc8a4b/slc12a10.3/slc12a10.2/scn4aa
GO:0030433	ubiquitin-dependent ERAD pathway	6/857	26/6433	0.122365682260167	0.777989964770179	0.749327176594435	N1.HOG0023348/N1.HOG0023457/N1.HOG0025013/N1.HOG0007507/N1.HOG0018766/N1.HOG0019319	6	ube4b/calr/faf1/derl1/rnf103/ube4a
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	8/857	38/6433	0.124058052821664	0.777989964770179	0.749327176594435	N1.HOG0021142/N1.HOG0024240/N1.HOG0023694/N1.HOG0026551/N1.HOG0020409/N1.HOG0022750/N1.HOG0017818/N1.HOG0022407	8	klhl22/si:ch1073-228j22.2/psmc4/psmd7/psmd6/psmc5/crbn/ube3d
GO:0006506	GPI anchor biosynthetic process	4/857	15/6433	0.128653785995431	0.777989964770179	0.749327176594435	N1.HOG0020153/N1.HOG0023192/N1.HOG0024345/N1.HOG0021925	4	pgap3/pigv/pigk/pigo
GO:0006281	DNA repair	19/857	109/6433	0.130372826535666	0.777989964770179	0.749327176594435	N1.HOG0026030/N1.HOG0019056/N1.HOG0023012/N1.HOG0023888/N1.HOG0020537/N1.HOG0022624/N1.HOG0017811/N1.HOG0017271/N1.HOG0022589/N1.HOG0017842/N1.HOG0021512/N1.HOG0021078/N1.HOG0009189/N1.HOG0021907/N1.HOG0022902/N1.HOG0020970/N1.HOG0025263/N1.HOG0022384/N1.HOG0025861	19	rfc1/polg2/ssrp1a/apex2/inip/fancd2/uvssa/rnf8/poll/ssrp1b/ddx11/tonsl/bccip/hltf/trip12/smc5/brca2/ino80/tdp1/blm
GO:0016192	vesicle-mediated transport	16/857	90/6433	0.137403665596822	0.777989964770179	0.749327176594435	N1.HOG0012288/N1.HOG0012489/N1.HOG0026142/N1.HOG0012733/N1.HOG0017461/N1.HOG0013023/N1.HOG0025961/N1.HOG0023386/N1.HOG0025803/N1.HOG0006756/N1.HOG0026167/N1.HOG0013024/N1.HOG0024735/N1.HOG0020533/N1.HOG0005367/N1.HOG0024548	16	kif1aa/scfd1/trappc11/cltca/gosr2/sec23b/ap2b1/nsfa/bcap31/uso1/trappc4/stx11a/ap4m1/spire2/rab42b/kif1ab
GO:0031290	retinal ganglion cell axon guidance	5/857	21/6433	0.137567354263075	0.777989964770179	0.749327176594435	N1.HOG0005490/N1.HOG0024572/N1.HOG0017539/N1.HOG0010701/N1.HOG0022480	5	ndr2/mycbp2/slc35b2/islr2/top2b
GO:0034220	monoatomic ion transmembrane transport	5/857	21/6433	0.137567354263075	0.777989964770179	0.749327176594435	N1.HOG0017553/N1.HOG0007922/N1.HOG0002657/N1.HOG0019902/N1.HOG0006759	5	tmem120aa/glra3/trpa1b/gabra4/chrnb4
GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	3/857	10/6433	0.138093218746707	0.777989964770179	0.749327176594435	N1.HOG0009536/N1.HOG0011065/N1.HOG0010969	3	gnat1/pth2rb/ghrhrb
GO:0017148	negative regulation of translation	3/857	10/6433	0.138093218746707	0.777989964770179	0.749327176594435	N1.HOG0012199/N1.HOG0007131/N1.HOG0007132	3	fmr1/fxr1/paip2b
GO:0030163	protein catabolic process	3/857	10/6433	0.138093218746707	0.777989964770179	0.749327176594435	N1.HOG0021142/N1.HOG0020808/N1.HOG0022407	3	utp25/psmc4/psmc5
GO:0036297	interstrand cross-link repair	3/857	10/6433	0.138093218746707	0.777989964770179	0.749327176594435	N1.HOG0025989/N1.HOG0023888/N1.HOG0011339	3	fancd2/fancg/fance
GO:0045332	phospholipid translocation	3/857	10/6433	0.138093218746707	0.777989964770179	0.749327176594435	N1.HOG0012507/N1.HOG0025234/N1.HOG0015642	3	tmem30ab/tmem30b/atp9b
GO:0048702	embryonic neurocranium morphogenesis	3/857	10/6433	0.138093218746707	0.777989964770179	0.749327176594435	N1.HOG0012733/N1.HOG0021153/N1.HOG0020533	3	scfd1/sec23b/alx3
GO:0070286	axonemal dynein complex assembly	3/857	10/6433	0.138093218746707	0.777989964770179	0.749327176594435	N1.HOG0025482/N1.HOG0016643/N1.HOG0016714	3	drc1/ttc12/ccdc40
GO:0071108	protein K48-linked deubiquitination	3/857	10/6433	0.138093218746707	0.777989964770179	0.749327176594435	N1.HOG0019876/N1.HOG0016191/N1.HOG0006412	3	mindy4/usp33/usp8
